tweet_id,jpg_url,p1,p1_conf,p2,p2_conf,p3,p3_conf,dog_stage
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173,Rottweiler,0.13409400000000002,beagle,0.08189980000000001,None
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.8412649999999999,Lakeland_terrier,0.0527442,Irish_water_spaniel,0.0344017,None
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437,Chihuahua,0.243223,bluetick,0.0728063,None
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,0.318981,Lakeland_terrier,0.215218,toy_poodle,0.106014,None
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.25924899999999995,Chesapeake_Bay_retriever,0.176293,Weimaraner,0.112369,None
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892,Irish_setter,0.0105638,Chesapeake_Bay_retriever,0.00582141,None
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,miniature_pinscher,0.148112,black-and-tan_coonhound,0.0955848,None
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904,malamute,0.232006,Eskimo_dog,0.0506351,None
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556,Labrador_retriever,0.454937,kuvasz,0.0241933,None
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009,Border_collie,0.271963,collie,0.0734729,None
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,0.381377,Leonberg,0.127998,golden_retriever,0.0693568,None
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,miniature_pinscher,0.000450355,black-and-tan_coonhound,0.00015714,None
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador_retriever,0.8256700000000001,French_bulldog,0.0566394,Staffordshire_bullterrier,0.0540184,None
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan_terrier,0.676376,Irish_terrier,0.054933400000000014,Yorkshire_terrier,0.0405755,None
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,toy_poodle,0.304175,pug,0.223427,Lakeland_terrier,0.07331649999999999,None
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,borzoi,0.852088,ice_bear,0.13226400000000002,weasel,0.00572998,None
667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,Chihuahua,0.143957,Christmas_stocking,0.118651,ski_mask,0.0924817,None
667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,Labrador_retriever,0.996709,golden_retriever,0.00168821,beagle,0.0007116669999999999,None
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,beagle,0.636169,Labrador_retriever,0.119256,golden_retriever,0.08254919999999999,None
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian_greyhound,0.125176,standard_poodle,0.08457150000000001,cocker_spaniel,0.0813469,None
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,hare,0.447893,dhole,0.0924353,Chesapeake_Bay_retriever,0.08812239999999999,None
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden_retriever,0.633037,kuvasz,0.14639100000000002,Labrador_retriever,0.0461837,None
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,0.435254,Cardigan,0.30740700000000004,cocker_spaniel,0.0331583,None
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,Yorkshire_terrier,0.618957,silky_terrier,0.300313,Australian_terrier,0.053412,None
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893,Pembroke,0.312958,Chihuahua,0.0719604,None
667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy_poodle,0.787424,miniature_poodle,0.202225,teddy,0.00404722,None
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,0.360159,golden_retriever,0.293744,Labrador_retriever,0.270673,None
667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West_Highland_white_terrier,0.360465,pug,0.0934941,ice_bear,0.0690382,None
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,dalmatian,0.5350729999999999,English_setter,0.451219,Great_Dane,0.00816361,None
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,flat-coated_retriever,0.508392,Chesapeake_Bay_retriever,0.262239,curly-coated_retriever,0.048919800000000006,None
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,toyshop,0.253089,Chihuahua,0.187155,Brabancon_griffon,0.112799,None
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature_pinscher,0.2142,bath_towel,0.146789,Chihuahua,0.104152,None
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,0.967275,Siberian_husky,0.0161675,Eskimo_dog,0.0112774,None
667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,seat_belt,0.200373,miniature_pinscher,0.106003,schipperke,0.104733,None
667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,0.0885297,golden_retriever,0.08749860000000001,muzzle,0.0750077,None
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,Pekinese,0.168445,Chihuahua,0.00894952,None
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881,malamute,0.279479,Eskimo_dog,0.198428,None
667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,leatherback_turtle,0.452517,boxer,0.196655,terrapin,0.160983,None
667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador_retriever,0.209051,hog,0.20398,Newfoundland,0.165914,None
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,Cardigan,0.191101,collie,0.0598141,None
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,cowboy_boot,0.060343,giant_panda,0.0598375,None
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402,cocker_spaniel,0.0267643,Welsh_springer_spaniel,0.00778991,None
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518,golden_retriever,0.107884,Chesapeake_Bay_retriever,0.0658347,None
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,chow,0.395101,golden_retriever,0.372115,Labrador_retriever,0.148785,None
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,chow,0.8093199999999999,minivan,0.07131069999999999,Pekinese,0.0378696,None
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001,miniature_pinscher,0.06829439999999999,toy_terrier,0.0463671,None
668256321989451776,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,canoe,0.407683,paddle,0.11555,Pembroke,0.0944294,None
668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,Cardigan,0.425303,basenji,0.0147535,None
668274247790391296,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,soft-coated_wheaten_terrier,0.406374,Lakeland_terrier,0.263854,toy_poodle,0.150844,None
668286279830867968,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,golden_retriever,0.215944,basset,0.189214,Cardigan,0.11301,None
668297328638447616,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,king_penguin,0.606747,ice_bear,0.264221,Eskimo_dog,0.0327838,None
668480044826800133,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,Arctic_fox,0.119243,Labrador_retriever,0.0999648,pug,0.0867165,None
668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,standard_poodle,0.587372,Bedlington_terrier,0.182411,Afghan_hound,0.040968,None
668496999348633600,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,Staffordshire_bullterrier,0.412879,miniature_pinscher,0.16148800000000002,American_Staffordshire_terrier,0.112495,None
668507509523615744,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,basenji,0.0553794,Shetland_sheepdog,0.0543221,whippet,0.0519134,None
668528771708952576,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,Labrador_retriever,0.195835,kuvasz,0.121607,English_setter,0.08146439999999999,None
668537837512433665,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,Lakeland_terrier,0.372988,toy_poodle,0.250445,Chihuahua,0.189737,None
668542336805281792,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,American_Staffordshire_terrier,0.267695,French_bulldog,0.25405,Staffordshire_bullterrier,0.212381,None
668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,Shih-Tzu,0.985649,Lhasa,0.00707832,Pekinese,0.00305323,None
668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,Chihuahua,0.708163,Pomeranian,0.0913719,titi,0.0673255,None
668625577880875008,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,ox,0.0715361,groenendael,0.0544548,Angora,0.045028,None
668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,French_bulldog,0.965403,pug,0.00860381,Boston_bull,0.00800356,None
668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,miniature_schnauzer,0.904549,Australian_terrier,0.0225294,silky_terrier,0.015243200000000004,None
668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,Pekinese,0.589011,Shih-Tzu,0.390987,Japanese_spaniel,0.00331035,None
668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,komondor,0.999956,llama,4.3098100000000013e-05,ram,2.1609e-07,None
668641109086707712,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,vacuum,0.432594,pug,0.146311,toilet_tissue,0.0245003,None
668655139528511488,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,beagle,0.31911,Italian_greyhound,0.103338,basenji,0.09193,None
668779399630725120,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,Chesapeake_Bay_retriever,0.285508,Weimaraner,0.146832,black-footed_ferret,0.0608648,None
668815180734689280,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,redbone,0.461172,Italian_greyhound,0.270733,miniature_pinscher,0.109752,None
668826086256599040,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,malinois,0.640185,Irish_terrier,0.1537,Rhodesian_ridgeback,0.0684565,None
668852170888998912,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,golden_retriever,0.903529,Tibetan_mastiff,0.041497000000000006,kuvasz,0.0225005,None
668872652652679168,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,teddy,0.413379,pillow,0.325623,miniature_schnauzer,0.0355366,None
668892474547511297,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,kelpie,0.421979,collie,0.22706,Cardigan,0.168211,None
668902994700836864,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,Brittany_spaniel,0.828425,Ibizan_hound,0.043082,Blenheim_spaniel,0.0280036,None
668932921458302977,https://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,standard_poodle,0.237638,Old_English_sheepdog,0.195573,toy_poodle,0.14465799999999998,None
668955713004314625,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,cocker_spaniel,0.367492,Lakeland_terrier,0.272621,soft-coated_wheaten_terrier,0.0670063,None
668960084974809088,https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,shower_curtain,0.226309,Chesapeake_Bay_retriever,0.165878,bathtub,0.0567261,None
668975677807423489,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,basset,0.605437,Welsh_springer_spaniel,0.184783,Saint_Bernard,0.116299,None
668979806671884288,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,golden_retriever,0.608537,Irish_setter,0.097078,redbone,0.0760222,None
668986018524233728,https://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg,doormat,0.976103,Chihuahua,0.00563972,Norfolk_terrier,0.00391265,None
668989615043424256,https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,pug,0.917326,waffle_iron,0.014917500000000004,Chihuahua,0.0135244,None
668994913074286592,https://pbs.twimg.com/media/CUi_UtnWIAEtfqz.jpg,hog,0.11378900000000003,English_springer,0.0897633,French_bulldog,0.08218639999999999,None
669000397445533696,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,Pembroke,0.82294,Cardigan,0.177035,basenji,2.33526e-05,None
669006782128353280,https://pbs.twimg.com/media/CUjKHs0WIAECWP3.jpg,Chihuahua,0.127178,Italian_greyhound,0.05421469999999999,pillow,0.0485916,None
669037058363662336,https://pbs.twimg.com/media/CUjlp51WcAA1vGA.jpg,Chihuahua,0.803528,Pomeranian,0.0538711,chow,0.0322574,None
669203728096960512,https://pbs.twimg.com/media/CUl9PGBVEAUV3Wz.jpg,pug,0.910452,French_bulldog,0.0550896,Chihuahua,0.0148966,None
669216679721873412,https://pbs.twimg.com/media/CUmJBS5WUAAKtrP.jpg,golden_retriever,0.992758,Irish_setter,0.00337904,Saluki,0.00122963,None
669324657376567296,https://pbs.twimg.com/media/CUnrN7vUcAAfGvN.jpg,seashore,0.201659,Cardigan,0.131544,sandbar,0.10143,None
669327207240699904,https://pbs.twimg.com/media/CUntin8WIAADmLk.jpg,golden_retriever,0.919584,Labrador_retriever,0.0496695,kuvasz,0.0102161,None
669328503091937280,https://pbs.twimg.com/media/CUnuuLEWEAAlKjN.jpg,Siberian_husky,0.424202,Eskimo_dog,0.23766,malamute,0.0525717,None
669353438988365824,https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,teddy,0.379656,Pembroke,0.212343,chow,0.0969953,None
669354382627049472,https://pbs.twimg.com/media/CUoGQjdXAAAkaz2.jpg,Chihuahua,0.97399,French_bulldog,0.010832,Pekinese,0.00209865,None
669359674819481600,https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg,Labrador_retriever,0.367818,German_short-haired_pointer,0.280642,Chesapeake_Bay_retriever,0.184246,None
669363888236994561,https://pbs.twimg.com/media/CUoO1TLWsAA0Z3w.jpg,golden_retriever,0.539004,Irish_setter,0.40655,cocker_spaniel,0.0414844,None
669367896104181761,https://pbs.twimg.com/media/CUoSjTnWwAANNak.jpg,basset,0.749394,beagle,0.133579,Welsh_springer_spaniel,0.030198400000000007,None
669371483794317312,https://pbs.twimg.com/media/CUoVz8rU8AAfW-c.jpg,Brabancon_griffon,0.483268,miniature_pinscher,0.307465,redbone,0.07052380000000001,None
669375718304980992,https://pbs.twimg.com/media/CUoZqaqWcAAA2MQ.jpg,Airedale,0.168762,Norfolk_terrier,0.107479,Lakeland_terrier,0.0978459,None
669393256313184256,https://pbs.twimg.com/media/CUopnHPVEAAcL2o.jpg,cocker_spaniel,0.359843,Blenheim_spaniel,0.139519,toy_poodle,0.132746,None
669564461267722241,https://pbs.twimg.com/media/CUrFUvDVAAA9H-F.jpg,toy_poodle,0.623685,miniature_poodle,0.25992,standard_poodle,0.0825297,None
669567591774625800,https://pbs.twimg.com/media/CUrIK1DWoAAhECq.jpg,Chihuahua,0.980511,toy_terrier,0.00916644,miniature_pinscher,0.00265851,None
669573570759163904,https://pbs.twimg.com/media/CUrNmtFWoAAnWCD.jpg,West_Highland_white_terrier,0.946828,miniature_schnauzer,0.0223436,cairn,0.00946166,None
669597912108789760,https://pbs.twimg.com/media/CUrjvxiVEAA94dH.jpg,Eskimo_dog,0.595665,Siberian_husky,0.214474,white_wolf,0.147235,None
669603084620980224,https://pbs.twimg.com/media/CUroc7QW4AATIff.jpg,Maltese_dog,0.659619,Tibetan_terrier,0.193539,Shih-Tzu,0.0393271,None
669625907762618368,https://pbs.twimg.com/media/CUr9NjgU8AEpf5w.jpg,seat_belt,0.874502,golden_retriever,0.0554081,Labrador_retriever,0.0268543,None
669680153564442624,https://pbs.twimg.com/media/CUsuijgXAAE4pdi.jpg,dalmatian,0.141257,borzoi,0.137744,Labrador_retriever,0.103792,None
669683899023405056,https://pbs.twimg.com/media/CUsx8q_WUAA-m4k.jpg,Pomeranian,0.998275,Chihuahua,0.000605476,Pekinese,0.000515688,None
669753178989142016,https://pbs.twimg.com/media/CUtw9SAVEAAtFUN.jpg,Pembroke,0.8584940000000001,hamster,0.0263188,Shetland_sheepdog,0.022405200000000004,None
669926384437997569,https://pbs.twimg.com/media/CUwOfnDWcAIXryP.jpg,Pomeranian,0.984231,keeshond,0.0102311,papillon,0.00221897,None
669942763794931712,https://pbs.twimg.com/media/CUwdYL5UsAAP0XX.jpg,vizsla,0.743216,redbone,0.217282,Rhodesian_ridgeback,0.0284735,None
669970042633789440,https://pbs.twimg.com/media/CUw2MV4XIAAHLO_.jpg,miniature_pinscher,0.734744,Rottweiler,0.13106600000000002,Doberman,0.0815094,None
669993076832759809,https://pbs.twimg.com/media/CUxLJO8U8AAu6Zu.jpg,piggy_bank,0.17632,hair_spray,0.097487,toy_poodle,0.08650160000000001,None
670003130994700288,https://pbs.twimg.com/media/CUxUSuaW4AAdQzv.jpg,beagle,0.375313,Saint_Bernard,0.17491099999999998,English_foxhound,0.115888,None
670040295598354432,https://pbs.twimg.com/media/CUx2F6lVEAAvFev.jpg,web_site,0.901552,borzoi,0.0266596,Chihuahua,0.0124376,None
670046952931721218,https://pbs.twimg.com/media/CUx8JSEXIAU6zPp.jpg,Blenheim_spaniel,0.998335,beagle,0.000647289,Brittany_spaniel,0.000391866,None
670061506722140161,https://pbs.twimg.com/media/CUyJYk1WoAMPROb.jpg,Italian_greyhound,0.329339,American_Staffordshire_terrier,0.305294,whippet,0.111686,None
670073503555706880,https://pbs.twimg.com/media/CUyUSuWXIAAZKYF.jpg,malamute,0.6018859999999999,Siberian_husky,0.340106,Eskimo_dog,0.0500413,None
670086499208155136,https://pbs.twimg.com/media/CUygHhFXAAAwNXv.jpg,German_short-haired_pointer,0.273492,Staffordshire_bullterrier,0.132944,bluetick,0.124562,None
670093938074779648,https://pbs.twimg.com/media/CUym4Y5WsAEiI9_.jpg,toy_poodle,0.383346,miniature_poodle,0.153678,chow,0.138543,None
